Product Name,Price,Description,Rating,RAM_GB,ROM_GB,Screen_cm,Rear_Camera_MP,Front_Camera_MP,Battery_mAh,Is_5G,Price_INR,Brand
"iQOO Z9 Lite 5G (Stellar Green, 256 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,4.0,64.0,17.07,108.0,8.0,5160.0,1.0,8999.0,iQOO
"iQOO Z9 Lite 5G (Lunar Rock, 64 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,8.0,64.0,17.07,50.0,8.0,6000.0,1.0,8999.0,iQOO
"iQOO Z9 Lite 5G (Lunar Rock, 128 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,8.0,128.0,16.76,50.0,8.0,6000.0,1.0,8999.0,iQOO
"iQOO Z9 Lite 5G (Lunar Rock, 256 GB)","₹8,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.1,8.0,256.0,16.76,50.0,8.0,5160.0,1.0,8999.0,iQOO
"iQOO Z9 Lite 5G (Pacific Blue, 128 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 16MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,8.0,64.0,16.76,64.0,16.0,5000.0,1.0,8999.0,iQOO
"iQOO Z9 Lite 5G (Pacific Blue, 256 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.07 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,4.0,64.0,17.07,50.0,8.0,5160.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Aqua Flow, 256 GB)","₹8,999",4 GB RAM | 256 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.3,4.0,256.0,17.02,50.0,8.0,6000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Graphite Matte, 128 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.4,4.0,64.0,16.94,64.0,8.0,6000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Graphite Matte, 256 GB)","₹8,999",6 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display50MP Rear Camera | 16MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,3.9,6.0,256.0,16.76,50.0,16.0,6000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Mystic Space, 256 GB)","₹9,699",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4s Gen 2 Processor1 Year Manufacturer Warranty,4.4,4.0,128.0,16.76,64.0,8.0,6000.0,1.0,9699.0,iQOO
"iQOO Z7 5G (Stellar Green, 64 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,8.0,64.0,16.94,50.0,8.0,5160.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Stellar Green, 128 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.4,6.0,128.0,16.76,64.0,8.0,5000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Stellar Green, 256 GB)","₹9,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display108MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4s Gen 2 Processor1 Year Manufacturer Warranty,4.3,8.0,256.0,16.76,108.0,8.0,6000.0,1.0,9999.0,iQOO
"iQOO Z7 5G (Lunar Rock, 64 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 16MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,8.0,64.0,16.94,64.0,16.0,5160.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Lunar Rock, 128 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,6.0,64.0,16.94,64.0,13.0,5000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Lunar Rock, 256 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display50MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.2,8.0,64.0,16.76,50.0,13.0,6000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Pacific Blue, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.94,50.0,8.0,5160.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Pacific Blue, 128 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.3,6.0,128.0,17.02,108.0,16.0,5000.0,1.0,8999.0,iQOO
"iQOO Z7 5G (Pacific Blue, 256 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.3,8.0,64.0,16.94,50.0,13.0,6000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Aqua Flow, 256 GB)","₹9,699",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 13MP Front Camera5030 mAh Battery5G Snapdragon 4s Gen 2 Processor1 Year Manufacturer Warranty,4.2,6.0,128.0,17.02,50.0,13.0,5030.0,1.0,9699.0,iQOO
"iQOO Z6 Lite 5G (Graphite Matte, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,4.0,64.0,17.07,108.0,13.0,6000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Graphite Matte, 128 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,6.0,64.0,17.07,64.0,13.0,6000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Graphite Matte, 256 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.5,8.0,128.0,17.07,64.0,8.0,5160.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Mystic Space, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,3.9,4.0,64.0,17.07,64.0,8.0,6000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Mystic Space, 256 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5160 mAh Battery5G Snapdragon 4s Gen 2 Processor1 Year Manufacturer Warranty,4.2,6.0,128.0,16.94,108.0,16.0,5160.0,1.0,9999.0,iQOO
"iQOO Z6 Lite 5G (Stellar Green, 256 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 16MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.0,8.0,128.0,17.02,64.0,16.0,6000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Lunar Rock, 128 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 16MP Front Camera5160 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,3.8,8.0,128.0,16.76,64.0,16.0,5160.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Lunar Rock, 256 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display108MP Rear Camera | 13MP Front Camera6000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.3,6.0,128.0,16.76,108.0,13.0,6000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Pacific Blue, 128 GB)","₹8,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5000 mAh Battery5G Snapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty,4.5,6.0,128.0,17.07,108.0,16.0,5000.0,1.0,8999.0,iQOO
"iQOO Z6 Lite 5G (Pacific Blue, 256 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera5160 mAh Battery5G Snapdragon 4s Gen 2 Processor1 Year Manufacturer Warranty,4.4,6.0,128.0,17.02,64.0,13.0,5160.0,1.0,9999.0,iQOO
"Micromax IN 1 (Silver, 64 GB)","₹6,299",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.5,2.0,64.0,16.51,13.0,5.0,5000.0,0.0,6299.0,Micromax
"Micromax IN 1 (Silver, 128 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,4.0,64.0,16.51,8.0,5.0,5500.0,0.0,5999.0,Micromax
"Micromax IN 1 (Silver, 256 GB)","₹9,799",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera5030 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.2,6.0,128.0,16.94,108.0,8.0,5030.0,0.0,9799.0,Micromax
"Micromax IN 1 (Black, 128 GB)","₹8,699",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.1,6.0,128.0,17.02,108.0,13.0,5160.0,0.0,8699.0,Micromax
"Micromax IN 1 (Black, 256 GB)","₹8,299",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.94,13.0,5.0,5160.0,0.0,8299.0,Micromax
"Micromax IN 1 (Green, 64 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.07 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,8.0,64.0,17.07,108.0,16.0,5000.0,0.0,8999.0,Micromax
"Micromax IN 1 (Green, 128 GB)","₹7,699",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.8,6.0,128.0,17.02,50.0,5.0,5000.0,0.0,7699.0,Micromax
"Micromax IN 1 (Green, 256 GB)","₹9,799",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 16MP Front Camera5030 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.4,8.0,256.0,17.02,64.0,16.0,5030.0,0.0,9799.0,Micromax
"Micromax IN 1 (Blue, 128 GB)","₹9,299",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,6.0,64.0,16.76,64.0,16.0,6000.0,0.0,9299.0,Micromax
"Micromax IN 1 (Blue, 256 GB)","₹7,699",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.9,4.0,128.0,17.02,13.0,5.0,5000.0,0.0,7699.0,Micromax
"Micromax IN 1 (Gold, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,4.0,64.0,16.51,13.0,8.0,5500.0,0.0,6999.0,Micromax
"Micromax IN 1 (Gold, 128 GB)","₹9,699",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 32MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.3,8.0,128.0,16.94,50.0,32.0,5000.0,0.0,9699.0,Micromax
"Micromax IN 1 (Gold, 256 GB)","₹9,299",6 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (2.6 inch) HD+ Display108MP Rear Camera | 13MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.2,6.0,256.0,16.76,108.0,13.0,6000.0,0.0,9299.0,Micromax
"Micromax IN 1 (White, 64 GB)","₹5,999",4 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display8MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.9,4.0,32.0,16.94,8.0,5.0,6000.0,0.0,5999.0,Micromax
"Micromax IN 1 (White, 128 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,3.0,32.0,16.71,13.0,5.0,5500.0,0.0,6999.0,Micromax
"Micromax IN 1 (White, 256 GB)","₹6,299",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,2.0,64.0,16.94,13.0,8.0,6000.0,0.0,6299.0,Micromax
"Micromax IN Note 2 (Silver, 128 GB)","₹9,499",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.0,6.0,128.0,17.02,64.0,8.0,6000.0,0.0,9499.0,Micromax
"Micromax IN Note 2 (Silver, 256 GB)","₹7,699",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display32MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,4.0,128.0,16.94,32.0,5.0,6000.0,0.0,7699.0,Micromax
"Micromax IN Note 2 (Black, 64 GB)","₹6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5500 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,2.0,32.0,16.51,13.0,8.0,5500.0,0.0,6999.0,Micromax
"Micromax IN Note 2 (Black, 128 GB)","₹8,299",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,3.0,64.0,17.02,32.0,8.0,6000.0,0.0,8299.0,Micromax
"Micromax IN Note 2 (Black, 256 GB)","₹6,699",2 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,2.0,64.0,16.56,8.0,5.0,5000.0,0.0,6699.0,Micromax
"Micromax IN Note 2 (Green, 64 GB)","₹6,299",4 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.0,4.0,32.0,16.71,8.0,8.0,4000.0,0.0,6299.0,Micromax
"Micromax IN Note 2 (Green, 128 GB)","₹9,299",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.5,8.0,128.0,17.02,108.0,8.0,5160.0,0.0,9299.0,Micromax
"Micromax IN Note 2 (Green, 256 GB)","₹6,699",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.2,3.0,64.0,16.56,13.0,8.0,4000.0,0.0,6699.0,Micromax
"Micromax IN Note 2 (Blue, 256 GB)","₹9,799",6 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (2.6 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,3.9,6.0,256.0,16.76,64.0,8.0,5160.0,0.0,9799.0,Micromax
"Micromax IN Note 2 (Gold, 64 GB)","₹8,499",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.71 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,3.0,64.0,16.71,50.0,5.0,5000.0,0.0,8499.0,Micromax
"Micromax IN Note 2 (Gold, 256 GB)","₹8,299",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,3.0,64.0,16.51,50.0,5.0,5000.0,0.0,8299.0,Micromax
"Micromax IN Note 2 (White, 64 GB)","₹6,499",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.71 cm (2.6 inch) HD+ Display8MP Rear Camera | 5MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.7,3.0,32.0,16.71,8.0,5.0,6000.0,0.0,6499.0,Micromax
"Micromax IN Note 2 (White, 256 GB)","₹9,699",6 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.3,6.0,256.0,17.02,108.0,16.0,6000.0,0.0,9699.0,Micromax
"Micromax IN 2b (Silver, 256 GB)","₹9,699",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display108MP Rear Camera | 13MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty,4.0,8.0,256.0,17.02,108.0,13.0,5000.0,0.0,9699.0,Micromax
"Micromax IN 2b (Black, 128 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,6.0,64.0,16.94,64.0,13.0,6000.0,0.0,8999.0,Micromax
"Micromax IN 2b (Black, 256 GB)","₹6,299",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.56 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.9,3.0,64.0,16.56,13.0,5.0,5000.0,0.0,6299.0,Micromax
"Micromax IN 2b (Green, 64 GB)","₹8,499",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,3.0,64.0,16.51,50.0,5.0,6000.0,0.0,8499.0,Micromax
"Micromax IN 2b (Green, 128 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.5,4.0,64.0,16.94,50.0,5.0,5000.0,0.0,8499.0,Micromax
"Micromax IN 2b (Green, 256 GB)","₹8,999",8 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (2.7 inch) HD+ Display64MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.1,8.0,64.0,17.02,64.0,8.0,5160.0,0.0,8999.0,Micromax
"Micromax IN 2b (Blue, 64 GB)","₹7,499",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,3.7,6.0,64.0,16.51,13.0,5.0,5000.0,0.0,7499.0,Micromax
"Micromax IN 2b (Blue, 128 GB)","₹7,299",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.0,4.0,128.0,16.51,13.0,5.0,5000.0,0.0,7299.0,Micromax
"Micromax IN 2b (Blue, 256 GB)","₹6,699",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera4000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.2,3.0,64.0,16.51,8.0,8.0,4000.0,0.0,6699.0,Micromax
"Micromax IN 2b (Gold, 64 GB)","₹9,299",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,4.0,64.0,16.94,108.0,16.0,6000.0,0.0,9299.0,Micromax
"Micromax IN 2b (Gold, 256 GB)","₹7,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,6.0,128.0,16.51,32.0,8.0,6000.0,0.0,7999.0,Micromax
"Micromax IN 2b (White, 128 GB)","₹9,299",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display64MP Rear Camera | 13MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,3.8,8.0,128.0,16.94,64.0,13.0,6000.0,0.0,9299.0,Micromax
"Micromax IN 2b (White, 256 GB)","₹8,999",6 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 8MP Front Camera5160 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.5,6.0,256.0,16.94,108.0,8.0,5160.0,0.0,8999.0,Micromax
"Micromax IN 2c (Silver, 64 GB)","₹5,999",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB16.51 cm (2.6 inch) HD+ Display13MP Rear Camera | 8MP Front Camera6000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,3.0,32.0,16.51,13.0,8.0,6000.0,0.0,5999.0,Micromax
"Micromax IN 2c (Silver, 128 GB)","₹6,499",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (2.6 inch) HD+ Display8MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,3.8,2.0,32.0,16.51,8.0,8.0,5000.0,0.0,6499.0,Micromax
"Micromax IN 2c (Silver, 256 GB)","₹8,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display108MP Rear Camera | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty,4.3,8.0,128.0,16.94,108.0,16.0,6000.0,0.0,8999.0,Micromax
"Micromax IN 2c (Black, 128 GB)","₹8,299",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (2.7 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5160 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.1,6.0,128.0,17.02,13.0,5.0,5160.0,0.0,8299.0,Micromax
"Micromax IN 2c (Black, 256 GB)","₹7,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (2.7 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryHelio G37 Processor1 Year Manufacturer Warranty,4.2,6.0,64.0,16.94,50.0,8.0,6000.0,0.0,7999.0,Micromax
